Unnamed: 0,trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud,fraud_probability,is_predicted_fraud
60466,2020-07-12 14:04:50,3589289942931264,fraud_Mohr Inc,shopping_pos,2410.93,Paula,Estrada,F,350 Stacy Glens,Spencer,SD,57374,43.7557,-97.5936,343,"Development worker, international aid",1972-03-05,a5b7d2f9b85487d2748d9cf2ed25d8fd,1373637890,43.288507,-97.401459,0,0.8896187,1
60587,2020-07-12 14:45:32,3540075240003197,fraud_Klocko LLC,misc_net,730.44,Christian,Johns,M,892 Solis Neck,Lonsdale,MN,55046,44.4477,-93.4252,5211,Chief Strategy Officer,1987-01-27,efbb0a84ee5643c6fe1706aecfb65bb5,1373640332,44.281146,-93.9805,1,0.77532107,1
60747,2020-07-12 15:46:54,3514897282719543,"fraud_Weimann, Kuhic and Beahan",shopping_pos,1100.78,Steven,Faulkner,M,841 Cheryl Centers Suite 115,Farmington,NY,14425,42.958,-77.3083,10717,Cytogeneticist,1952-10-13,1539e67419edb520024f852e827e32a3,1373644014,43.531818,-78.033574,1,0.92362154,1
61064,2020-07-12 17:34:35,342952484382519,fraud_Kerluke-Abshire,shopping_net,871.05,Kayla,Jones,F,6033 Young Track Suite 804,East Canaan,CT,6024,42.0158,-73.2913,647,Comptroller,1987-09-26,3bfb2bf7f4c5b040044fc667045da4d8,1373650475,42.614247,-72.343713,0,0.61766386,1
61541,2020-07-12 20:09:01,374656033243756,fraud_Conroy Ltd,shopping_pos,949.9,David,Lewis,M,1499 Michael Rue,Arlington,VA,22213,38.8954,-77.1633,207410,Mudlogger,1984-07-03,9bb9056302a5b6bed2f88ce258997f0a,1373659741,38.877764,-76.730674,0,0.7996884,1
61677,2020-07-12 20:56:48,4810839835482794272,"fraud_Baumbach, Hodkiewicz and Walsh",shopping_pos,1062.27,Carolyn,Perez,F,433 Blake Roads Suite 967,Wheaton,MO,64874,36.7651,-94.0492,760,Production manager,1985-08-31,efa48793fc02b512550cb2f96bbd13c0,1373662608,36.718773,-94.260615,0,0.8582367,1
61863,2020-07-12 22:07:55,501882822387,"fraud_Baumbach, Feeney and Morar",shopping_net,1045.16,Melissa,Phillips,F,5069 Scott Pass Apt. 654,Meadville,MS,39653,31.4285,-90.8578,2799,"Therapist, horticultural",1961-01-21,118a43c2f986b601824e95bf1ebfeed2,1373666875,31.665693,-91.741832,1,0.97878176,1
61883,2020-07-12 22:16:34,4683520018489354,fraud_Denesik and Sons,shopping_pos,1781.47,Charles,Carrillo,M,17547 Stephen Turnpike Apt. 846,Hawthorne,CA,90250,33.9143,-118.3493,93193,"Editor, magazine features",1995-04-19,60515e53a0e39db9929486106ee87a50,1373667394,33.047949,-117.665619,0,0.93971777,1
61951,2020-07-12 22:42:52,3540075240003197,"fraud_Mosciski, Ziemann and Farrell",shopping_net,985.9,Christian,Johns,M,892 Solis Neck,Lonsdale,MN,55046,44.4477,-93.4252,5211,Chief Strategy Officer,1987-01-27,701e80001a2b4029adc8188900c70116,1373668972,44.095024,-94.038821,1,0.93255085,1
61958,2020-07-12 22:43:52,501882822387,fraud_Kerluke-Abshire,shopping_net,1112.33,Melissa,Phillips,F,5069 Scott Pass Apt. 654,Meadville,MS,39653,31.4285,-90.8578,2799,"Therapist, horticultural",1961-01-21,a352255f8e58bdcbcd7784c3fe0cd970,1373669032,31.742309,-90.259289,1,0.9800457,1
62003,2020-07-12 22:53:57,501882822387,fraud_Beier-Hyatt,shopping_pos,906.83,Melissa,Phillips,F,5069 Scott Pass Apt. 654,Meadville,MS,39653,31.4285,-90.8578,2799,"Therapist, horticultural",1961-01-21,9fa628cd240b2664cd890c3c4bdd9ef7,1373669637,31.723859,-91.18125,1,0.9426115,1
62035,2020-07-12 23:09:05,36913587729122,"fraud_Larkin, Stracke and Greenfelder",entertainment,363.23,Ana,Mccormick,F,4503 Patricia Route,Meridian,ID,83646,43.6498,-116.4306,84106,Intelligence analyst,1971-02-11,87b5e7ce04f5360a2f6edc98f30e1be2,1373670545,43.157738,-115.883415,0,0.8155937,1
62042,2020-07-12 23:12:38,3514897282719543,"fraud_Quitzon, Green and Bashirian",shopping_pos,915.25,Steven,Faulkner,M,841 Cheryl Centers Suite 115,Farmington,NY,14425,42.958,-77.3083,10717,Cytogeneticist,1952-10-13,68d5de7b1fa679ad26c8efab6da20fa9,1373670758,43.083272,-78.132547,1,0.9592456,1
62064,2020-07-12 23:20:17,3540075240003197,"fraud_Greenholt, O'Hara and Balistreri",shopping_net,852.76,Christian,Johns,M,892 Solis Neck,Lonsdale,MN,55046,44.4477,-93.4252,5211,Chief Strategy Officer,1987-01-27,3bcda7eda5fad588fc5d143975349551,1373671217,43.745898,-93.001669,1,0.91223425,1
62125,2020-07-12 23:39:36,4653879239169997,"fraud_Rippin, Kub and Mann",misc_net,449.52,Monica,Tucker,F,302 Christina Islands,Smiths Grove,KY,42171,37.0581,-86.1938,6841,"Therapist, sports",1999-06-06,a1ec88a4dfba3072600a7d73470c1bc7,1373672376,37.143306,-85.484978,0,0.50870115,1
62129,2020-07-12 23:40:57,3514897282719543,fraud_Stamm-Witting,shopping_net,1111.35,Steven,Faulkner,M,841 Cheryl Centers Suite 115,Farmington,NY,14425,42.958,-77.3083,10717,Cytogeneticist,1952-10-13,0deca8c42edbdbd8dca65b69afb1a37f,1373672457,43.807193,-77.310928,1,0.9840607,1
62135,2020-07-12 23:42:17,3514897282719543,fraud_Denesik and Sons,shopping_pos,965.25,Steven,Faulkner,M,841 Cheryl Centers Suite 115,Farmington,NY,14425,42.958,-77.3083,10717,Cytogeneticist,1952-10-13,928ff163f29df5947602d27914bce5ae,1373672537,42.307983,-77.5606,1,0.98440474,1
62137,2020-07-12 23:42:40,3596357274378601,"fraud_Ruecker, Beer and Collier",shopping_net,2017.65,David,Everett,M,4138 David Fall,Morrisdale,PA,16858,41.0001,-78.2357,3688,Advice worker,1973-05-27,9a72befeddfda978777819c65b534e29,1373672560,40.620685,-78.22784899999999,0,0.97510046,1
62154,2020-07-12 23:48:55,3514897282719543,"fraud_Gottlieb, Considine and Schultz",shopping_net,1031.9,Steven,Faulkner,M,841 Cheryl Centers Suite 115,Farmington,NY,14425,42.958,-77.3083,10717,Cytogeneticist,1952-10-13,447bcdafbcd3c5a797c4a54ed6372b23,1373672935,42.74851,-77.537387,1,0.9843911,1
62326,2020-07-13 01:02:47,4255397449664185994,fraud_Ruecker Group,misc_net,507.24,George,Smith,M,7377 Walton Extensions Apt. 979,Dallas,TX,75236,32.69,-96.9177,1263321,"Designer, interior/spatial",1952-09-27,1116647881677f779b75ad6341fe2d52,1373677367,31.799056,-97.753513,0,0.8131371,1
62502,2020-07-13 02:22:47,3518758680062249,fraud_Mante Group,misc_net,880.88,Antonio,Koch,M,8738 Richard Brooks,Moab,UT,84532,38.5677,-109.5271,9772,Location manager,1989-11-24,2ed0294bde87fa4e8389c1a8ad83f195,1373682167,38.123313,-108.677134,0,0.7496313,1
62515,2020-07-13 02:28:36,676314217768,fraud_Reichel Inc,entertainment,536.63,Ellen,Carrillo,F,9431 Amanda Mills,Odessa,MO,64076,38.9829,-93.9757,9512,Clinical research associate,1972-12-31,6feed04cec681248e35a98753e67e789,1373682516,38.866562,-92.984121,1,0.67209214,1
62573,2020-07-13 02:50:57,4503101193493052864,fraud_Kunde-Sanford,misc_net,562.53,Katherine,Tucker,F,670 Le Meadows Suite 250,Lakeland,FL,33811,27.9865,-82.0139,237282,Clothing/textile technologist,1979-07-03,fa207ebc3a0258f336c7f86157c3ea90,1373683857,28.556958,-82.278697,0,0.81218696,1
62911,2020-07-13 05:16:29,6011917798331152,fraud_Pouros-Conroy,shopping_pos,1303.47,William,Johnson,M,50843 Vincent Mission,South Londonderry,VT,5155,43.1699,-72.8515,828,Scientific laboratory technician,1957-08-30,850aa2ea11d179c9723725b7d47d4f43,1373692589,43.75414,-73.194649,0,0.5200524,1
62943,2020-07-13 05:32:10,4412720572684931,fraud_Thiel PLC,misc_pos,2008.06,Richard,Marshall,M,295 Page Creek Suite 181,Greenbush,VA,23357,37.7681,-75.6664,776,Psychiatrist,1949-11-17,87caca67f94a2fd38b5af92816216d11,1373693530,37.610325,-75.474103,0,0.7668552,1
63083,2020-07-13 06:31:07,676298633337,fraud_Zemlak Group,misc_net,491.35,Jessica,Werner,F,4529 Cannon Alley,Center Point,WV,26339,39.4125,-80.6352,255,Chief Executive Officer,1971-12-10,5237423b8a644cbf2dbb450346657abc,1373697067,39.932986,-81.260929,0,0.5131331,1
63141,2020-07-13 07:00:22,372382441451095,fraud_Eichmann-Russel,misc_pos,1195.42,Brent,Terrell,M,502 Rice Plaza Apt. 979,Port Ewen,NY,12466,41.8948,-73.9767,2471,Heritage manager,1966-01-21,3462ea2ad52fc5b6ee6c45cd7de34ac3,1373698822,41.501291,-73.80161,0,0.68735147,1
63410,2020-07-13 09:03:00,6573561108825071,fraud_Koelpin and Sons,misc_net,725.31,Kristina,Lewis,F,5449 Brandi Heights Apt. 111,Tulsa,OK,74130,36.2395,-95.9596,413574,Bookseller,1968-06-18,e654f17fdb9bec10a5aff654dde5d010,1373706180,35.468853,-96.206278,0,0.7031854,1
63646,2020-07-13 10:58:16,3597926034019603,fraud_Koelpin and Sons,misc_net,888.23,Derrick,Flores,M,83690 Nicholas Ports Apt. 846,Oakland,TN,38060,35.2229,-89.5518,9496,Furniture conservator/restorer,1993-03-23,d7e6dab7a4adb3e7154735fd5dee7995,1373713096,35.12066,-88.72955999999999,0,0.616122,1
63824,2020-07-13 12:11:45,6534628260579800,"fraud_Ritchie, Oberbrunner and Cremin",travel,2468.38,Christine,Harris,F,29606 Martinez Views Suite 653,Hinesburg,VT,5461,44.3346,-73.098,4542,Claims inspector/assessor,1998-03-19,2c61688ae6de98c69439d7544fb39726,1373717505,44.485688,-73.205081,0,0.80465937,1
64023,2020-07-13 13:10:15,2450829271795901,"fraud_Zboncak, Rowe and Murazik",shopping_net,1037.93,Timothy,Kirby,M,7309 Sophia Causeway Suite 702,Sauk Rapids,MN,56379,45.604,-94.1591,16163,Hydrographic surveyor,1987-02-22,0491184a0d6d6591b7ae1ba6a4bdd3ff,1373721015,46.162796,-93.345377,0,0.71545655,1
64448,2020-07-13 15:18:56,6534628260579800,"fraud_Streich, Dietrich and Barton",shopping_net,874.72,Christine,Harris,F,29606 Martinez Views Suite 653,Hinesburg,VT,5461,44.3346,-73.098,4542,Claims inspector/assessor,1998-03-19,564cd4b86b2133d40fbf76131b4a3693,1373728736,43.833577000000005,-73.10909699999999,0,0.55120254,1
64506,2020-07-13 15:35:52,377993105397617,fraud_Jast-McDermott,shopping_pos,1779.55,Nathan,Martinez,M,586 Thomas Cliffs,Oconto Falls,WI,54154,44.8755,-88.1555,5548,Mining engineer,1975-09-11,0f8601ae036c63914eb074a29d06ff32,1373729752,44.853521,-87.767411,0,0.9059509,1
64602,2020-07-13 16:11:51,30234966027947,fraud_Volkman-Predovic,shopping_net,666.3,Matthew,Lambert,M,7188 Melissa Crest Apt. 151,New Holstein,WI,53061,43.9446,-88.0911,5196,Child psychotherapist,1978-01-22,9a96cbcd1104f377591c0acdb33e4c4f,1373731911,44.470523,-87.875389,0,0.82099515,1
64720,2020-07-13 16:46:22,30442439074871,"fraud_Nitzsche, Kessler and Wolff",shopping_pos,1316.29,Linda,Sanchez,F,6574 William Hill Apt. 375,Jermyn,PA,18433,41.5744,-75.5881,6508,Training and development officer,1981-06-22,fe576c99779753180fe33e5930741c68,1373733982,41.346765000000005,-74.83144,0,0.8174924,1
64917,2020-07-13 17:42:31,3533742182628021,fraud_Medhurst PLC,shopping_net,2715.47,Robert,Haynes,M,857 Aaron Circles Suite 398,Johns Island,SC,29455,32.8357,-79.8217,20478,Materials engineer,1997-06-04,5137746d68ebe951a7b71f52bc0e1494,1373737351,32.897212,-79.12315799999999,0,0.8765002,1
65853,2020-07-13 22:30:05,3540075240003197,fraud_Sawayn PLC,shopping_pos,824.17,Christian,Johns,M,892 Solis Neck,Lonsdale,MN,55046,44.4477,-93.4252,5211,Chief Strategy Officer,1987-01-27,baf43268e0e47cd44afc71badb5e3707,1373754605,44.788656,-92.850329,1,0.6747666,1
65904,2020-07-13 22:48:07,3540075240003197,"fraud_Quitzon, Green and Bashirian",shopping_pos,984.39,Christian,Johns,M,892 Solis Neck,Lonsdale,MN,55046,44.4477,-93.4252,5211,Chief Strategy Officer,1987-01-27,454ff3ce096a4441691eba51245794fe,1373755687,43.602685,-92.969851,1,0.8484855,1
66433,2020-07-14 01:59:28,180094419304907,fraud_Keeling-Crist,misc_pos,919.58,Sharon,Smith,F,17666 David Valleys,Sun City,CA,92585,33.7467,-117.1721,54287,"Designer, exhibition/display",1972-09-22,a91b4128f56d3fad7d7a5a39632c55e2,1373767168,34.694249,-116.696955,0,0.66975605,1
66551,2020-07-14 03:00:26,6011581063717667,"fraud_Lehner, Mosciski and King",misc_net,924.95,Jerry,Perkins,M,3867 Susan Corners Apt. 883,Brashear,MO,63533,40.1959,-92.4333,805,Private music teacher,1970-06-27,b5153d84f9bf03efcaa2cdd6f6a9151e,1373770826,39.731081,-91.700227,0,0.6995477,1
66643,2020-07-14 03:43:15,372509258176510,fraud_Spencer-Runolfsson,misc_pos,362.78,Kristen,Hanson,F,26544 Andrea Glen,Goodrich,MI,48438,42.9147,-83.4845,6951,Learning disability nurse,1985-06-18,73dd91e312830a07fee11cd68b226269,1373773395,43.025309,-83.51230100000001,0,0.65819806,1
66817,2020-07-14 05:20:23,2291163933867244,fraud_Hickle Group,shopping_pos,3679.74,Jeff,Elliott,M,351 Darlene Green,Columbia,SC,29209,33.9659,-80.9355,333497,Mechanical engineer,1968-03-19,d64d4adaac2e7cfefc5bd92acf4e4abf,1373779223,34.52738,-81.69815200000001,0,0.79159766,1
66830,2020-07-14 05:27:35,372509258176510,"fraud_Lehner, Mosciski and King",misc_net,380.43,Kristen,Hanson,F,26544 Andrea Glen,Goodrich,MI,48438,42.9147,-83.4845,6951,Learning disability nurse,1985-06-18,a23096e186a6591090a27ed567c86e68,1373779655,42.879461,-84.43354000000001,0,0.5132063,1
66909,2020-07-14 06:03:58,4634955908138648,fraud_Donnelly PLC,misc_net,863.57,Mackenzie,Smith,F,7178 Willis Drive,Hooper,NE,68031,41.6414,-96.5232,1745,"Engineer, automotive",1973-12-26,d7b41c9561e1506ea368e2d9386a3f73,1373781838,41.441132,-95.6699,0,0.7006345,1
67785,2020-07-14 12:45:11,3527536963490470,"fraud_Yost, Block and Koepp",misc_pos,1622.92,Teresa,Stein,F,2838 White Fields Apt. 473,Brunson,SC,29911,32.9413,-81.1807,1725,Social researcher,1974-12-05,70e2c546f6864ba3aa9658837faf1faf,1373805911,33.930465000000005,-80.24235999999999,0,0.81922334,1
68175,2020-07-14 14:41:42,4890424426862856940,fraud_Maggio-Fahey,misc_pos,742.62,Jeremy,Whitney,M,0371 Aimee Neck Suite 856,Sacramento,CA,95827,38.5662,-121.3286,757530,Magazine features editor,1979-04-30,ab7ec09e981ca5fb1e42bcf3ec6185e4,1373812902,38.595473,-121.585232,0,0.5477314,1
68346,2020-07-14 15:35:32,375082648741747,fraud_Howe Ltd,misc_pos,958.4,Shannon,Bell,F,2918 David Spurs,Georgetown,MN,56546,47.0999,-96.727,346,"Research officer, trade union",1976-12-14,8ec6cedc9a4472878010601a6656e786,1373816132,47.480715,-97.607837,0,0.9107998,1
68444,2020-07-14 16:05:06,4306630852918,"fraud_Hodkiewicz, Prohaska and Paucek",travel,3113.61,Maureen,Garza,F,169 Edward Inlet,Saint Louis,MO,63131,38.6171,-90.4504,927396,Occupational hygienist,1960-03-12,574547c6193d1c6f589ab2f47a329a1e,1373817906,37.996714,-90.87814,0,0.91834617,1
68506,2020-07-14 16:22:50,6011438889172900,fraud_Gleason-Macejkovic,shopping_net,1049.95,Allison,Allen,F,40624 Rebecca Spurs,De Witt,AR,72042,34.2853,-91.3336,5161,Electrical engineer,1993-04-08,5d9d958be1143f1a4923a48c7bb794db,1373818970,35.241407,-91.468109,0,0.7471058,1
68784,2020-07-14 17:43:09,3525590521269779,fraud_Simonis-Prohaska,misc_pos,844.38,Scott,Fuller,M,861 Karen Common,Haw River,NC,27258,36.0424,-79.3242,6006,Paramedic,1984-07-20,0b77b338287e9ce8692652f1a56b99fd,1373823789,35.648759000000005,-78.891471,0,0.790169,1
69850,2020-07-14 23:04:07,3579200383632826,fraud_Jast Ltd,shopping_net,967.23,Tyler,Small,M,047 Kevin Haven,Boyd,WI,54726,44.9437,-91.0294,1690,IT trainer,1975-12-24,0bb75a135d17e6084f721c2e6c97618a,1373843047,44.456675,-90.767457,1,0.9557794,1
69858,2020-07-14 23:08:09,3579200383632826,"fraud_Schmeler, Bashirian and Price",shopping_net,930.27,Tyler,Small,M,047 Kevin Haven,Boyd,WI,54726,44.9437,-91.0294,1690,IT trainer,1975-12-24,11e51c55f0f23b92f5ed0c1b413ba23b,1373843289,44.852175,-90.557513,1,0.9610474,1
69883,2020-07-14 23:14:14,4302480582202074,fraud_Cormier LLC,shopping_net,1297.79,David,Rodriguez,M,821 Solis Points,Muskegon,MI,49440,43.2326,-86.2492,128715,Historic buildings inspector/conservation officer,1995-05-25,8d413ea17f39c227b36a620db15613cf,1373843654,42.320935,-85.88858,0,0.9588871,1
69952,2020-07-14 23:37:12,4900628639996,"fraud_Baumbach, Strosin and Nicolas",shopping_pos,713.54,Michael,Johnson,M,094 Owens Underpass,Norwalk,CA,90650,33.9056,-118.0818,105549,Firefighter,1973-09-22,18366d9c4efc232365b4e6b4bd361afc,1373845032,34.346851,-117.605882,0,0.7542863,1
70299,2020-07-15 04:23:14,630424987505,"fraud_Tillman, Fritsch and Schmitt",misc_net,466.1,Jennifer,Black,F,2870 Bean Terrace Apt. 756,Thomas,WV,26292,39.1505,-79.503,836,Forensic psychologist,1981-08-29,a55263b769f6cf77278b40900ebf3f53,1373862194,38.854257,-78.699836,0,0.74514836,1
70422,2020-07-15 06:16:38,4605902936394,"fraud_Ruecker, Beer and Collier",shopping_net,2183.37,Vincent,Mueller,M,79019 Taylor Cliffs,Dallas,TX,75238,32.876999999999995,-96.708,1263321,Drilling engineer,1959-06-28,a5650f47f33581c0f2a86d4268b33878,1373868998,33.485418,-97.223764,0,0.722861,1
70607,2020-07-15 09:05:19,3533177016567295,"fraud_Boehm, Block and Jakubowski",misc_pos,746.78,Derek,Bentley,M,782 Lee Crossing Apt. 209,Weeping Water,NE,68463,40.8731,-96.1528,1517,Dealer,1951-11-08,52e16ea04a2df85c7643fd68c1e2d3ab,1373879119,41.287917,-96.982573,0,0.6462494,1
70973,2020-07-15 13:59:39,4653879239169997,"fraud_Romaguera, Cruickshank and Greenholt",shopping_net,1088.43,Monica,Tucker,F,302 Christina Islands,Smiths Grove,KY,42171,37.0581,-86.1938,6841,"Therapist, sports",1999-06-06,3ababe34d5bfd0b3b60321ee78ed39b2,1373896779,37.090797,-86.712704,0,0.59941614,1
71109,2020-07-15 15:21:16,630423337322,"fraud_Monahan, Bogisich and Ledner",misc_pos,1605.58,Stephanie,Gill,F,43039 Riley Greens Suite 393,Orient,WA,99160,48.8878,-118.2105,149,Special educational needs teacher,1978-06-21,d0917f1f1dc750671d2c8fb9c4e63692,1373901676,49.243019,-118.750029,0,0.9083893,1
71130,2020-07-15 15:30:26,36913587729122,fraud_Dooley Inc,shopping_pos,1100.79,Ana,Mccormick,F,4503 Patricia Route,Meridian,ID,83646,43.6498,-116.4306,84106,Intelligence analyst,1971-02-11,d53c563563d21a76c87dc24cd929de88,1373902226,43.615190000000005,-117.318801,0,0.857381,1
71204,2020-07-15 16:20:12,4048508450704760,"fraud_Haley, Jewess and Bechtelar",shopping_pos,3278.35,Cheryl,Melton,F,5053 Bell Crescent Apt. 255,Fullerton,NE,68638,41.36600000000001,-98.0054,1749,"Surveyor, mining",1973-05-07,29afc3df06a5c811fdb01daefdbfa073,1373905212,42.075935,-97.071379,0,0.91280276,1
71440,2020-07-15 18:58:40,3579200383632826,fraud_Lemke-Gutmann,shopping_net,932.64,Tyler,Small,M,047 Kevin Haven,Boyd,WI,54726,44.9437,-91.0294,1690,IT trainer,1975-12-24,1663f15f0d49fa2df0ee7a2510214413,1373914720,45.727734000000005,-90.696716,1,0.9132365,1
71516,2020-07-15 19:55:55,30541100351706,fraud_Ebert-Daugherty,travel,2759.89,Derrick,George,M,575 Chapman Union,Spring,TX,77379,30.0377,-95.5326,316665,"Education officer, museum",1990-09-12,50fa215018ec44ed8a797163a12a507a,1373918155,29.655184,-95.994287,0,0.88880706,1
71725,2020-07-15 22:14:51,3579200383632826,fraud_Heathcote LLC,shopping_net,954.08,Tyler,Small,M,047 Kevin Haven,Boyd,WI,54726,44.9437,-91.0294,1690,IT trainer,1975-12-24,ffba650403221a82f12568f1868e49cf,1373926491,43.957966,-90.815242,1,0.97215277,1
71895,2020-07-16 00:06:26,2712209726293386,fraud_McDermott-Rice,misc_pos,554.13,Jenna,Brooks,F,50872 Alex Plain Suite 088,Baton Rouge,LA,70808,30.4066,-91.1468,378909,"Designer, furniture",1977-02-22,aa5e4c55d6d31552ec41af69784c6cd9,1373933186,30.648818,-91.37199,0,0.75781894,1
72118,2020-07-16 03:29:21,3598304579370089,fraud_Klocko LLC,misc_net,450.92,Vincent,Flowers,M,0189 Emily Prairie,Wichita,KS,67232,37.6395,-97.1714,409656,Heritage manager,1985-12-27,39df90efac387d5921c7eb4a6fa5929b,1373945361,38.023115,-97.112912,0,0.6590539,1
72528,2020-07-16 09:24:36,4500002361389,fraud_Kemmer-Buckridge,misc_pos,991.45,Joseph,Nixon,M,86882 Desiree Camp Suite 047,Tyaskin,MD,21865,38.2833,-75.8465,470,Music tutor,1965-04-07,a2a4895f197aa5a8682127db741d67e9,1373966676,37.655588,-75.402941,0,0.71168905,1
72542,2020-07-16 09:37:39,30143713661454,fraud_Kerluke Inc,misc_net,825.43,Nicholas,Thornton,M,5270 Megan Burg Suite 756,Halma,MN,56729,48.6669,-96.5969,140,"Embryologist, clinical",1942-01-06,2e24e6459e03d97d7226749dd69289c2,1373967459,48.710743,-97.140274,0,0.9188534,1
72684,2020-07-16 11:41:05,377234009633447,fraud_Herzog Ltd,misc_pos,1665.51,Theresa,Blackwell,F,43576 Kristina Islands,Shenandoah Junction,WV,25442,39.3716,-77.8229,1925,Systems developer,1966-02-14,b994cd24024a47279448541a2014cbfe,1373974865,39.090141,-77.223051,0,0.8651052,1
72863,2020-07-16 13:31:55,630423337322,fraud_Rempel Inc,shopping_net,1833.38,Stephanie,Gill,F,43039 Riley Greens Suite 393,Orient,WA,99160,48.8878,-118.2105,149,Special educational needs teacher,1978-06-21,3602c74838897771052ab11c17d94dd3,1373981515,48.158656,-118.564112,0,0.87013835,1
73804,2020-07-16 22:42:48,213156747557083,"fraud_Roob, Conn and Tremblay",shopping_pos,4537.48,Adam,Santos,M,725 Jo Trace Apt. 102,Glendale,CA,91206,34.1556,-118.2322,172817,Advertising account planner,1982-07-30,f5f57468218450e5a7ef99d7f12ba0b6,1374014568,33.953841,-117.405683,0,0.9192158,1
73841,2020-07-16 23:06:35,30270432095985,fraud_Hermann-Gaylord,misc_pos,313.21,Lisa,Lin,F,908 Brooks Brook,Lomax,IL,61454,40.6761,-91.0391,725,Environmental consultant,1972-11-28,4e2217a881ae74095c61bd45cdc08db2,1374015995,41.436112,-91.498782,0,0.5688109,1
73938,2020-07-17 00:03:41,375248307838179,fraud_Buckridge PLC,misc_pos,941.78,Joshua,Mendoza,M,4215 Miranda Field Suite 326,Tallmansville,WV,26237,38.8564,-80.158,571,Accounting technician,1967-09-16,569be70aac37157329854a793533acab,1374019421,38.611363,-80.475126,0,0.6612857,1
74035,2020-07-17 01:19:17,502012776709,"fraud_Parisian, Schiller and Altenwerth",misc_net,679.63,Sherry,Martinez,F,144 Yu Locks Apt. 754,Garrattsville,NY,13342,42.6315,-75.1866,165,Naval architect,1945-09-20,63cff657230e83bacec71b24150fc94b,1374023957,43.217086,-74.78542900000001,0,0.7639294,1
74589,2020-07-17 08:40:44,2256234701263057,fraud_Lesch Ltd,shopping_pos,4806.47,Christopher,Grimes,M,39631 Dunn Radial,Grantham,NH,3753,43.5103,-72.1334,2971,Charity fundraiser,1948-04-11,18970ad9f4f69a4e85e56a630095be36,1374050444,43.643971,-72.66174699999999,0,0.8772853,1
74604,2020-07-17 08:50:34,6573561108825071,fraud_Gleason-Macejkovic,shopping_net,1246.12,Kristina,Lewis,F,5449 Brandi Heights Apt. 111,Tulsa,OK,74130,36.2395,-95.9596,413574,Bookseller,1968-06-18,4799c0562bffa545871c01f08c868811,1374051034,36.876509000000006,-95.474993,0,0.6707441,1
74665,2020-07-17 09:38:06,373905417449658,fraud_Bogisich-Homenick,misc_net,690.35,Sarah,Bishop,F,554 Mcdonald Valley Apt. 539,Meridian,TX,76665,31.929,-97.6443,2526,Phytotherapist,1970-11-12,49d5048de7936ef51ca4648816ed1a0a,1374053886,32.21171,-96.649104,0,0.6048645,1
74833,2020-07-17 11:56:00,30560609640617,fraud_Buckridge PLC,misc_pos,2642.67,Michael,Olson,M,558 Michael Estates,Luray,MO,63453,40.4931,-91.8912,519,Town planner,1966-02-13,c6876118257fe1898e00408f8e1f9b40,1374062160,40.084446,-92.551365,0,0.8826558,1
74888,2020-07-17 12:19:50,3531129874770000,fraud_Bashirian Group,shopping_net,3300.14,Shelby,Mitchell,F,974 Cindy Stream,Brandon,VT,5733,43.8065,-73.0882,5895,"Scientist, marine",1975-07-13,b2e89d31b12c9fed3ad9053ccdaa9057,1374063590,43.787233,-73.736109,0,0.88549703,1
75286,2020-07-17 15:34:19,4155021259183870,fraud_Heathcote LLC,shopping_net,1957.38,Renee,Parrish,F,174 Jennifer Meadow Apt. 467,Mountain Park,OK,73559,34.7032,-98.9591,540,Research scientist (life sciences),1983-10-12,44876713285b89edd7b4e0d281bfc66b,1374075259,33.853732,-98.927521,0,0.8719704,1
75654,2020-07-17 18:53:34,375974680629816,fraud_Towne LLC,misc_pos,725.03,Roberta,Mccarthy,F,94431 Matthew Mall Suite 296,Plymouth,CT,6782,41.6611,-73.0449,2376,Herpetologist,1973-04-06,4bdf849f0d7737f5307fa09302886708,1374087214,40.912402,-72.906187,0,0.8551052,1
75917,2020-07-17 21:06:04,4710826438164847414,fraud_Gislason Group,travel,3530.22,Juan,Henry,M,9795 Lori Island Suite 346,Turner,MT,59542,48.8328,-108.3961,192,Further education lecturer,1964-01-04,1cc16e75c5d00f1ead3fa5b3492d60c9,1374095164,48.701068,-107.770194,0,0.9478273,1
76265,2020-07-18 00:14:49,345832460465610,fraud_Volkman Ltd,misc_net,589.25,Jason,Mcmahon,M,6385 Donald Square Suite 429,Springfield,VA,22151,38.8029,-77.2116,104396,Production engineer,1950-11-20,69e532f4604ac6aaf9e48567556767ce,1374106489,38.938916,-77.53433299999999,0,0.80158013,1
76285,2020-07-18 00:30:50,5501083170975659,fraud_Towne LLC,misc_pos,658.79,Wayne,Payne,M,587 Bradley Inlet Suite 281,Cuyahoga Falls,OH,44223,41.1464,-81.5107,47772,Equities trader,1966-01-04,e030291fb2ecc4984aa472ec8a4411f1,1374107450,40.413422,-82.412212,0,0.5679738,1
76416,2020-07-18 02:20:09,30131826429364,fraud_Keeling-Crist,misc_pos,365.27,Brianna,Foley,F,57256 Raymond Ports,Knoxville,TN,37932,35.9335,-84.1481,391389,"Designer, industrial/product",1994-04-22,4608056171ec316c4eea8c99ca42e5b6,1374114009,35.209685,-84.482861,0,0.6046968,1
